Features,Accuracy,Precision,Recall,F1-score,CV_Accuracy,CV_Accuracy_std,Model
"['FPG', 'HbA1c', 'BMI', 'Uric acid', 'Smoking', 'Physical activity', 'Family history', 'SEX', 'AGE']",0.7483333333333333,0.7454843745168873,0.7483333333333333,0.7465919632013559,0.7222207760446361,0.029433419803658805,SVM
"['FPG', 'HbA1c', 'BMI', 'r-GTP gamma', 'Uric acid', 'Smoking', 'Family history', 'SEX', 'AGE']",0.7483333333333333,0.7462571653990796,0.7483333333333333,0.7470020477725056,0.7117920752496928,0.03876776060681485,XGB
"['FPG', 'HbA1c', 'Triglyceride', 'BMI', 'r-GTP gamma', 'Smoking', 'Family history', 'SEX', 'AGE']",0.7466666666666667,0.7553391926033436,0.7466666666666667,0.7499183424008337,0.7507466062149293,0.036586179252039525,RF
"['FPG', 'HbA1c', 'Triglyceride', 'BMI', 'r-GTP gamma', 'Uric acid', 'Smoking', 'Family history', 'AGE']",0.7466666666666667,0.7437004909490678,0.7466666666666667,0.7447363010027781,0.7213062996555675,0.029779412817194127,SVM
"['FPG', 'HbA1c', 'BMI', 'r-GTP gamma', 'Uric acid', 'Smoking', 'Physical activity', 'SEX', 'AGE']",0.7433333333333333,0.7413619732027692,0.7433333333333333,0.7420355208494741,0.7117530776703366,0.040316308706116986,XGB
"['FPG', 'HbA1c', 'Triglyceride', 'BMI', 'r-GTP gamma', 'Smoking', 'Family history', 'SEX', 'AGE']",0.7433333333333333,0.7422759314248008,0.7433333333333333,0.7425970473978636,0.7091457519858442,0.03870454025405423,XGB
"['FPG', 'HbA1c', 'Triglyceride', 'BMI', 'Uric acid', 'Smoking', 'Physical activity', 'SEX', 'AGE']",0.7416666666666667,0.7401294903926483,0.7416666666666667,0.7406160100062539,0.7109164185071358,0.040027263533924204,XGB
"['FPG', 'HbA1c', 'BMI', 'r-GTP gamma', 'Uric acid', 'Smoking', 'Drinking', 'Physical activity', 'AGE']",0.7416666666666667,0.7394847671901692,0.7416666666666667,0.7402860890132236,0.7251589318880644,0.029568454336004427,SVM
"['FPG', 'HbA1c', 'BMI', 'r-GTP gamma', 'Uric acid', 'Smoking', 'Family history', 'SEX', 'AGE']",0.7416666666666667,0.7387176633098431,0.7416666666666667,0.7398795338085142,0.7220262008006222,0.02910089494054657,SVM
"['FPG', 'HbA1c', 'BMI', 'r-GTP gamma', 'Uric acid', 'Smoking', 'Drinking', 'Physical activity', 'AGE']",0.7416666666666667,0.7513959332703491,0.7416666666666667,0.7453070062591765,0.7527898166383109,0.03876386518172086,RF
"['FPG', 'HbA1c', 'Triglyceride', 'BMI', 'r-GTP gamma', 'Uric acid', 'Smoking', 'Family history', 'AGE']",0.74,0.7379034543928538,0.74,0.7385790713390518,0.7102548074047321,0.03798945322990112,XGB
"['FPG', 'HbA1c', 'BMI', 'r-GTP gamma', 'Smoking', 'Drinking', 'Family history', 'SEX', 'AGE']",0.74,0.7366722122819684,0.74,0.7378377920383341,0.7249643150001931,0.029276068423345344,SVM
"['FPG', 'HbA1c', 'BMI', 'r-GTP gamma', 'Uric acid', 'Physical activity', 'Family history', 'SEX', 'AGE']",0.74,0.7475422119186357,0.74,0.7427953000078511,0.7503187042248829,0.038220233366479145,RF
"['FPG', 'HbA1c', 'BMI', 'r-GTP gamma', 'Smoking', 'Drinking', 'Physical activity', 'SEX', 'AGE']",0.74,0.7373775424485363,0.74,0.7382969465526691,0.7264821162348198,0.030316228212036143,SVM
"['FPG', 'HbA1c', 'BMI', 'r-GTP gamma', 'Smoking', 'Drinking', 'Family history', 'SEX', 'AGE']",0.74,0.7455197132616487,0.74,0.7422438925029599,0.7498517592258179,0.039004166379986084,RF
"['FPG', 'HbA1c', 'Triglyceride', 'BMI', 'Uric acid', 'Smoking', 'Physical activity', 'SEX', 'AGE']",0.74,0.7371557286230899,0.74,0.7383170476848145,0.7226098886746123,0.029694294207679175,SVM
"['FPG', 'HbA1c', 'Triglyceride', 'BMI', 'r-GTP gamma', 'Smoking', 'Family history', 'SEX', 'AGE']",0.7383333333333333,0.7362852580804639,0.7383333333333333,0.7370740565648379,0.7189907232629401,0.028369199723971027,SVM
"['FPG', 'HbA1c', 'BMI', 'r-GTP gamma', 'Smoking', 'Drinking', 'Physical activity', 'SEX', 'AGE']",0.7383333333333333,0.7467924834613838,0.7383333333333333,0.7415819077553939,0.7494430209816896,0.03901466171409345,RF
"['FPG', 'HbA1c', 'BMI', 'r-GTP gamma', 'Uric acid', 'Physical activity', 'Family history', 'SEX', 'AGE']",0.7383333333333333,0.7350907309042221,0.7383333333333333,0.7362832505225947,0.7113250280338874,0.038782025482503084,XGB
"['FPG', 'HbA1c', 'BMI', 'r-GTP gamma', 'Uric acid', 'Smoking', 'Physical activity', 'SEX', 'AGE']",0.7383333333333333,0.7358106297558743,0.7383333333333333,0.7367433691853567,0.7229796520542158,0.029643127039841143,SVM
